id,carat,cut,color,clarity,depth,table,x,y,z,price
28281,0.3,Premium,H,SI1,60.1,55.0,4.41,4.38,2.64,6.317
28282,1.51,Premium,E,SI2,62.0,62.0,7.16,7.09,4.42,8.937
28283,0.34,Ideal,E,VVS2,62.4,55.0,4.47,4.51,2.79,6.85
28284,0.46,Ideal,E,VVS1,62.5,53.0,4.95,5.0,3.11,7.578
28285,0.33,Very Good,D,VS2,60.0,62.0,4.47,4.49,2.69,6.657
28286,0.55,Ideal,E,VS2,61.4,56.0,5.26,5.32,3.25,7.419
28287,0.33,Premium,D,VVS2,60.4,60.0,4.51,4.46,2.71,6.958
28288,1.64,Premium,E,SI1,59.5,58.0,7.64,7.72,4.57,9.554
28289,1.0,Very Good,H,VS2,59.6,59.0,6.47,6.54,3.88,8.513
28290,0.91,Ideal,J,VS2,61.9,58.0,6.18,6.22,3.84,8.101
28291,0.7,Very Good,H,SI1,62.7,56.0,5.6,5.62,3.52,7.653
28292,0.4,Good,E,SI2,63.1,57.0,4.7,4.72,2.97,6.433
28293,0.9,Premium,G,VS2,61.7,59.0,6.14,6.22,3.81,8.359
28294,0.56,Ideal,E,VS2,60.7,57.0,5.34,5.31,3.23,7.557
28295,1.13,Ideal,D,SI1,61.4,56.0,6.69,6.74,4.12,8.863
28296,0.9,Ideal,G,VVS2,61.9,56.0,6.22,6.15,3.83,8.564
28297,0.41,Premium,E,VS2,62.1,58.0,4.75,4.78,2.96,6.841
28298,1.2,Very Good,I,VS1,62.6,59.0,6.69,6.73,4.2,8.731
28299,1.03,Premium,F,SI1,60.9,60.0,6.52,6.45,3.95,8.429
28300,0.31,Premium,H,SI1,62.4,60.0,4.34,4.32,2.7,6.351
28301,0.53,Very Good,G,VS1,62.2,59.0,5.14,5.18,3.21,7.417
28302,0.38,Ideal,H,SI1,61.5,56.0,4.67,4.69,2.88,6.522
28303,0.3,Premium,E,VS2,61.7,61.0,4.31,4.28,2.65,6.738
28304,0.33,Ideal,E,VVS1,61.7,56.0,4.46,4.42,2.74,6.958
28305,0.3,Ideal,E,VS1,61.6,57.0,4.33,4.3,2.66,6.842
28306,1.0,Ideal,E,I1,63.0,57.0,6.35,6.32,3.99,8.12
28307,0.5,Premium,H,VVS1,62.5,58.0,5.1,5.05,3.17,7.516
28308,0.42,Premium,D,SI2,60.1,58.0,4.88,4.83,2.92,6.8
28309,0.4,Ideal,E,VS2,62.0,57.0,4.7,4.66,2.9,6.882
28310,0.31,Ideal,G,VVS1,62.0,55.0,4.34,4.37,2.7,6.671
28311,0.34,Ideal,G,SI1,61.9,55.5,4.49,4.54,2.79,6.275
28312,0.3,Ideal,E,VVS1,61.4,56.0,4.33,4.37,2.67,6.797
28313,1.09,Fair,I,SI1,56.4,62.0,6.97,6.9,3.9,8.36
28314,1.06,Good,I,VS1,58.8,62.0,6.65,6.72,3.93,8.494
28315,0.51,Very Good,E,VS1,62.0,61.0,5.11,5.14,3.18,7.4
28316,1.52,Ideal,G,VS1,61.8,56.0,7.4,7.45,4.59,9.581
28317,1.13,Ideal,I,VS1,61.8,57.0,6.66,6.7,4.13,8.851
28318,2.02,Premium,E,SI2,58.2,60.0,8.32,8.25,4.82,9.795
28319,0.5,Ideal,E,SI1,61.2,56.0,5.12,5.15,3.14,7.349
28320,1.21,Very Good,E,VS1,60.0,58.0,6.89,6.97,4.16,9.252
28321,0.32,Very Good,F,VS1,62.2,55.0,4.37,4.39,2.72,6.423
28322,0.5,Very Good,H,VS2,63.0,55.0,5.05,5.08,3.19,7.098
28323,0.3,Ideal,I,VVS1,62.4,56.0,4.32,4.3,2.69,6.564
28324,0.9,Very Good,E,SI2,61.0,59.0,6.14,6.18,3.76,8.184
28325,0.72,Very Good,D,VS2,62.6,59.0,5.69,5.72,3.57,8.031
28326,0.7,Very Good,J,SI1,58.4,62.0,5.85,5.87,3.42,7.515
28327,0.34,Ideal,I,SI1,60.2,57.0,4.5,4.54,2.72,6.129
28328,0.3,Ideal,G,IF,60.9,57.0,4.29,4.32,2.62,6.797
28329,0.36,Very Good,E,VS2,61.3,60.0,4.55,4.59,2.8,6.671
28330,1.08,Premium,H,VS2,62.1,58.0,6.63,6.51,4.08,8.566
28331,0.46,Premium,E,VS2,62.2,58.0,4.99,4.95,3.09,7.172
28332,1.01,Premium,H,SI2,60.8,59.0,6.51,6.46,3.94,8.225
28333,1.09,Premium,E,SI2,61.4,58.0,6.67,6.63,4.08,8.542
28334,0.8,Premium,F,SI2,61.4,58.0,5.95,5.93,3.65,7.803
28335,1.18,Ideal,E,VVS2,61.5,57.0,6.8,6.75,4.17,9.385
28336,1.04,Very Good,H,SI1,62.0,58.0,6.42,6.48,4.0,8.573
28337,0.3,Very Good,J,VS1,62.7,59.0,4.24,4.28,2.67,5.976
28338,1.91,Good,I,SI2,62.8,58.0,7.82,7.89,4.93,9.3
28339,0.5,Ideal,E,VS1,61.9,54.1,5.09,5.15,3.17,7.473
28340,0.33,Ideal,E,VS2,62.4,54.0,4.44,4.47,2.78,6.525
28341,0.53,Ideal,D,SI2,61.7,55.0,5.2,5.24,3.22,7.125
28342,0.47,Ideal,D,VVS1,62.0,54.0,4.99,5.01,3.1,7.808
28343,0.28,Very Good,E,VS1,60.9,59.0,4.19,4.22,2.56,6.188
28344,0.34,Very Good,E,VS2,59.8,62.0,4.52,4.54,2.71,6.491
28345,1.08,Ideal,H,VS2,62.1,56.0,6.59,6.56,4.08,8.672
28346,0.7,Good,H,VVS2,60.5,62.0,5.66,5.74,3.45,7.867
28347,0.75,Ideal,E,SI1,61.4,56.0,5.83,5.89,3.6,8.137
28348,1.52,Ideal,I,SI2,60.2,57.0,7.47,7.38,4.47,8.944
28349,0.55,Ideal,D,VS2,61.5,56.0,5.25,5.28,3.24,7.564
28350,0.74,Ideal,E,VS2,60.2,55.0,5.87,5.92,3.55,8.166
28351,0.31,Good,D,VS2,63.6,56.0,4.26,4.32,2.73,6.34
28352,1.01,Ideal,E,VS2,62.1,56.0,6.41,6.45,3.99,8.903
28353,0.71,Very Good,E,VS2,61.3,60.0,5.74,5.71,3.51,7.983
28354,1.02,Ideal,G,VVS1,61.5,57.0,6.47,6.44,3.97,9.026
28355,0.43,Ideal,H,IF,62.2,55.0,4.84,4.87,3.02,7.127
28356,2.01,Premium,J,SI2,62.4,59.0,8.05,8.1,5.04,9.401
28357,0.6,Very Good,G,VVS2,62.2,56.0,5.39,5.42,3.36,7.664
28358,0.71,Ideal,H,VVS1,60.4,57.0,5.78,5.81,3.5,7.961
28359,0.93,Premium,F,I1,61.3,59.0,6.27,6.22,3.83,7.782
28360,0.7,Ideal,E,VS1,61.3,54.0,5.77,5.83,3.54,7.999
28361,1.01,Premium,H,VS2,62.9,60.0,6.33,6.22,3.95,8.425
28362,0.71,Very Good,G,VS2,63.1,58.0,5.69,5.6,3.56,7.83
28363,1.33,Ideal,H,VS1,59.3,57.0,7.22,7.18,4.27,9.073
28364,0.9,Very Good,F,SI1,62.5,59.0,6.06,6.13,3.81,8.282
28365,1.07,Ideal,G,VS2,61.4,57.0,6.56,6.63,4.05,8.892
28366,1.1,Premium,I,SI1,62.7,57.0,6.6,6.55,4.12,8.477
28367,0.27,Ideal,F,VS2,60.3,56.0,4.21,4.25,2.55,6.153
28368,1.09,Premium,G,VS2,59.9,56.0,6.73,6.59,3.99,8.681
28369,0.83,Very Good,H,VS2,59.4,59.0,6.08,6.11,3.62,8.094
28370,0.31,Very Good,G,VS1,62.8,58.0,4.27,4.3,2.69,6.438
28371,0.5,Ideal,H,IF,61.1,58.0,5.1,5.14,3.13,7.52
28372,2.01,Ideal,H,SI2,62.5,53.9,8.04,8.07,5.04,9.616
28373,1.16,Ideal,D,VS2,61.8,55.0,6.72,6.75,4.16,9.297
28374,1.04,Very Good,E,VVS2,62.8,58.0,6.42,6.45,4.04,9.18
28375,0.82,Good,J,SI1,57.5,62.0,6.2,6.25,3.58,7.617
28376,0.71,Ideal,G,VVS1,62.8,56.0,5.71,5.76,3.6,8.088
28377,1.26,Premium,I,SI1,60.9,58.0,6.99,6.94,4.24,8.613
28378,1.73,Premium,I,SI2,61.1,62.0,7.64,7.54,4.64,8.892
28379,0.32,Ideal,F,VS2,63.0,57.0,4.37,4.33,2.74,6.65
28380,1.21,Ideal,I,SI2,60.6,56.0,6.92,6.94,4.2,8.535
28381,0.3,Ideal,I,VS2,61.4,58.0,4.29,4.31,2.64,6.082
28382,0.74,Ideal,G,SI1,61.3,57.0,5.81,5.83,3.57,8.049
28383,0.71,Premium,F,SI2,62.2,57.0,5.66,5.6,3.5,7.621
28384,0.7,Ideal,E,SI1,60.6,57.0,5.76,5.79,3.5,7.869
28385,1.53,Very Good,D,SI2,62.9,56.0,7.25,7.31,4.58,9.105
28386,0.51,Very Good,E,SI1,62.2,55.0,5.09,5.11,3.17,7.184
28387,1.47,Fair,F,SI2,65.9,59.0,6.99,6.94,4.59,8.717
28388,0.4,Ideal,I,VVS2,62.2,55.0,4.72,4.76,2.95,6.845
28389,0.3,Very Good,E,VVS1,63.5,57.0,4.27,4.23,2.7,6.903
28390,0.75,Good,E,SI2,59.7,62.0,5.85,5.88,3.5,7.823
28391,1.13,Ideal,F,I1,62.2,55.0,6.68,6.63,4.14,8.191
28392,1.12,Ideal,G,I1,60.3,57.0,6.73,6.8,4.08,8.262
28393,2.0,Fair,F,SI2,59.8,68.0,8.13,7.95,4.81,9.442
28394,0.24,Very Good,E,VS1,62.5,55.0,3.96,3.98,2.48,6.021
28395,0.5,Ideal,G,VS1,62.0,55.0,5.11,5.05,3.15,7.465
28396,1.87,Ideal,J,SI1,62.3,57.0,7.88,7.82,4.89,9.224
28397,0.91,Premium,E,VS1,62.9,56.0,6.21,6.13,3.88,8.562
28398,1.3,Premium,I,IF,61.8,58.0,7.0,6.95,4.31,8.957
28399,2.13,Ideal,J,VS2,62.1,55.0,8.23,8.29,5.13,9.633
28400,0.3,Premium,E,SI1,59.8,60.0,4.35,4.31,2.59,6.515
28401,0.71,Very Good,H,VVS2,63.0,58.0,5.64,5.72,3.58,7.904
28402,0.5,Ideal,G,VVS2,62.9,57.0,5.11,5.04,3.19,7.568
28403,0.8,Good,E,SI2,57.7,65.0,6.13,6.08,3.52,7.879
28404,1.56,Ideal,F,SI2,61.6,56.0,7.41,7.45,4.58,9.231
28405,1.22,Ideal,G,VVS2,62.3,56.0,6.84,6.81,4.25,9.232
28406,0.53,Ideal,F,VS1,62.3,55.0,5.22,5.18,3.24,7.554
28407,0.9,Fair,H,I1,66.9,63.0,6.04,5.91,4.0,7.472
28408,0.9,Good,G,SI2,61.8,56.0,6.11,6.16,3.79,8.087
28409,0.54,Very Good,D,SI1,62.1,56.0,5.22,5.25,3.25,7.416
28410,3.01,Fair,H,I1,56.1,62.0,9.54,9.38,5.31,9.284
28411,1.15,Ideal,E,VS2,61.4,57.0,6.73,6.76,4.14,9.207
28412,1.01,Premium,D,SI1,58.9,58.0,6.57,6.54,3.86,8.618
28413,0.9,Premium,F,SI1,61.6,60.0,6.19,6.14,3.8,8.292
28414,0.31,Premium,E,VS2,60.5,60.0,4.34,4.39,2.64,6.299
28415,1.54,Premium,I,SI2,59.4,61.0,7.56,7.49,4.47,8.952
28416,0.31,Ideal,E,VS2,61.9,55.0,4.36,4.39,2.71,6.522
28417,0.72,Very Good,F,VS1,63.3,57.0,5.68,5.75,3.62,8.077
28418,0.51,Very Good,D,VVS2,63.1,58.0,5.1,5.07,3.21,7.736
28419,1.18,Very Good,E,VVS2,61.5,58.0,6.78,6.87,4.2,9.401
28420,0.7,Premium,J,SI1,61.3,59.0,5.75,5.73,3.52,7.51
28421,0.72,Very Good,E,SI1,62.5,58.0,5.68,5.72,3.56,7.87
28422,1.01,Very Good,G,VS2,63.1,57.0,6.39,6.35,4.02,8.689
28423,0.9,Very Good,H,VS1,62.1,57.0,6.17,6.23,3.85,8.402
28424,0.72,Fair,J,SI2,66.1,55.0,5.51,5.56,3.66,7.474
28425,0.38,Very Good,G,VS2,62.5,56.0,4.59,4.63,2.88,6.653
28426,1.31,Good,I,VS2,62.5,56.0,7.03,6.98,4.38,8.887
28427,0.31,Ideal,E,VVS2,59.9,62.0,4.4,4.41,2.64,6.627
28428,0.32,Ideal,D,VS2,62.5,57.0,4.39,4.34,2.73,6.879
28429,0.55,Premium,E,SI1,61.2,59.0,5.25,5.28,3.22,7.347
28430,0.27,Very Good,G,VVS1,62.5,56.0,4.14,4.16,2.59,6.339
28431,1.25,Ideal,G,IF,60.2,54.0,6.99,7.03,4.22,9.351
28432,0.9,Ideal,D,SI1,60.7,57.0,6.23,6.16,3.76,8.367
28433,1.0,Good,G,VS1,63.6,59.0,6.3,6.34,4.02,8.756
28434,0.72,Ideal,G,VS1,62.0,56.0,5.74,5.78,3.57,8.172
28435,0.31,Premium,D,VS2,61.7,59.0,4.34,4.31,2.67,6.848
28436,0.71,Ideal,F,VS1,61.5,57.0,5.71,5.77,3.53,8.219
28437,0.31,Very Good,E,SI2,61.2,61.0,4.36,4.37,2.67,6.075
28438,1.09,Very Good,H,SI2,60.9,57.0,6.64,6.69,4.06,8.378
28439,0.52,Premium,G,SI2,61.4,56.0,5.27,5.18,3.2,7.119
28440,1.03,Premium,D,VS1,59.6,61.0,6.62,6.57,3.93,8.85
28441,0.3,Very Good,G,SI1,58.8,60.0,4.35,4.39,2.57,6.103
28442,1.04,Ideal,E,SI1,62.0,57.0,6.47,6.5,4.02,8.418
28443,1.5,Very Good,I,SI2,63.2,52.0,7.28,7.24,4.59,8.719
28444,1.0,Premium,F,SI1,60.6,62.0,6.43,6.4,3.89,8.596
28445,1.01,Premium,E,VS1,62.9,60.0,6.43,6.33,4.01,8.918
28446,2.08,Premium,H,SI2,62.8,60.0,8.12,8.03,5.07,9.446
28447,1.01,Fair,E,SI1,65.1,61.0,6.27,6.24,4.07,8.407
28448,0.3,Very Good,H,SI1,62.2,60.0,4.24,4.28,2.65,6.043
28449,0.52,Very Good,F,VS2,60.0,61.5,5.19,5.23,3.13,7.427
28450,1.01,Ideal,D,VVS2,61.9,56.0,6.41,6.45,3.98,9.345
28451,1.52,Premium,H,SI1,62.1,59.0,7.29,7.36,4.55,9.162
28452,1.31,Very Good,I,VS1,62.3,58.0,6.99,7.03,4.37,8.837
28453,0.6,Ideal,D,SI1,61.1,57.0,5.39,5.51,3.33,7.481
28454,0.39,Ideal,G,SI1,60.5,56.0,4.77,4.79,2.89,6.764
28455,2.11,Very Good,G,SI2,62.2,60.0,8.15,8.19,5.08,9.692
28456,0.36,Very Good,D,VVS1,59.0,59.0,4.66,4.69,2.76,7.02
28457,0.42,Ideal,D,VS1,61.4,55.0,4.8,4.9,2.98,6.914
28458,0.3,Very Good,F,VS2,63.2,59.0,4.27,4.24,2.69,6.465
28459,1.12,Premium,G,VS2,61.7,56.0,6.72,6.61,4.11,8.78
28460,0.32,Good,G,SI2,63.4,55.0,4.32,4.35,2.75,6.043
28461,0.58,Ideal,D,VVS1,62.1,55.0,5.33,5.37,3.32,8.225
28462,1.01,Premium,E,VS2,62.0,59.0,6.46,6.44,4.0,8.823
28463,0.52,Ideal,F,IF,60.6,57.0,5.21,5.22,3.16,7.854
28464,0.31,Very Good,G,VVS1,63.4,57.0,4.36,4.32,2.75,6.953
28465,1.31,Ideal,G,VVS2,59.2,59.0,7.12,7.18,4.23,9.347
28466,1.5,Very Good,J,VVS2,63.3,57.0,7.28,7.25,4.6,9.039
28467,0.42,Premium,H,VVS2,62.4,57.0,4.83,4.78,3.0,6.892
28468,0.9,Very Good,G,SI1,62.0,58.0,6.14,6.18,3.82,8.253
28469,1.17,Ideal,G,SI2,62.0,55.0,6.81,6.74,4.2,8.52
28470,1.5,Very Good,I,VVS2,63.3,58.0,7.24,7.21,4.57,9.193
28471,1.58,Premium,E,SI2,61.0,60.0,7.54,7.51,4.59,8.983
28472,0.41,Ideal,E,VVS1,62.1,56.0,4.76,4.78,2.96,6.963
28473,0.33,Premium,I,VS1,61.6,60.0,4.45,4.42,2.73,6.504
28474,0.91,Premium,F,SI1,61.0,59.0,6.23,6.19,3.79,8.301
28475,0.72,Very Good,E,VS2,63.2,58.0,5.67,5.72,3.6,7.98
28476,0.93,Premium,F,SI2,59.5,60.0,6.39,6.36,3.79,8.194
28477,1.2,Ideal,G,VS1,62.0,57.0,6.78,6.81,4.21,9.053
28478,0.84,Ideal,G,VS2,62.0,55.0,6.07,6.09,3.77,8.278
28479,1.12,Premium,E,SI1,58.8,61.0,6.8,6.74,3.98,8.621
28480,1.01,Ideal,D,VS2,62.6,55.0,6.42,6.46,4.03,9.021
28481,1.05,Ideal,H,SI2,61.9,56.0,6.49,6.56,4.04,8.413
28482,0.74,Premium,E,VS1,62.8,59.0,5.76,5.68,3.59,8.119
28483,2.09,Ideal,G,VS2,61.8,57.0,8.24,8.17,5.07,9.744
28484,1.14,Ideal,G,SI1,62.2,56.0,6.69,6.66,4.15,8.639
28485,1.2,Very Good,G,VVS2,62.1,58.0,6.74,6.78,4.2,9.142
28486,0.73,Ideal,G,SI1,62.3,54.0,5.81,5.78,3.61,7.75
28487,0.7,Ideal,E,SI1,61.6,56.0,5.7,5.72,3.52,8.111
28488,1.15,Very Good,E,VS2,62.9,56.0,6.65,6.68,4.19,8.843
28489,1.27,Good,F,I1,59.2,64.0,7.06,6.99,4.16,8.372
28490,0.3,Ideal,E,VS2,61.8,55.0,4.34,4.36,2.69,6.678
28491,1.25,Ideal,J,VVS2,62.1,56.0,6.81,6.84,4.24,8.696
28492,2.42,Ideal,H,SI2,62.3,57.0,8.62,8.55,5.35,9.731
28493,0.52,Ideal,D,SI1,62.2,57.0,5.13,5.16,3.2,7.378
28494,1.52,Very Good,G,VS2,62.8,54.0,7.26,7.36,4.59,9.422
28495,2.39,Ideal,J,VS1,62.1,57.0,8.53,8.57,5.31,9.762
28496,0.7,Very Good,F,SI1,61.9,58.0,5.71,5.72,3.54,7.972
28497,0.51,Ideal,F,VS1,60.2,56.0,5.22,5.24,3.15,7.476
28498,0.72,Ideal,D,VS2,61.0,55.0,5.79,5.81,3.54,8.314
28499,0.42,Premium,F,SI1,61.5,58.0,4.83,4.8,2.96,6.9
28500,0.9,Good,E,SI1,63.9,55.0,6.08,6.13,3.9,8.404
28501,1.27,Ideal,F,SI1,61.8,57.0,6.96,6.89,4.28,8.659
28502,0.72,Premium,F,VS2,62.7,59.0,5.75,5.71,3.59,7.866
28503,0.72,Ideal,H,VVS1,62.2,57.0,5.72,5.75,3.57,8.031
28504,0.62,Ideal,E,SI1,60.7,56.0,5.54,5.57,3.37,7.676
28505,0.4,Very Good,E,VS2,62.9,55.0,4.72,4.73,2.97,6.816
28506,0.5,Fair,E,VS2,64.9,56.0,5.01,4.95,3.23,7.242
28507,0.34,Good,E,SI1,63.9,56.0,4.48,4.44,2.85,6.64
28508,1.06,Premium,F,SI2,62.0,59.0,6.57,6.52,4.06,8.446
28509,0.7,Premium,H,SI2,62.1,62.0,5.67,5.63,3.51,7.6
28510,1.24,Premium,I,SI2,62.8,58.0,6.88,6.79,4.28,8.384
28511,1.0,Premium,G,IF,62.2,61.0,6.41,6.38,3.98,8.965
28512,0.34,Premium,F,VS2,62.3,57.0,4.48,4.44,2.78,6.78
28513,1.19,Ideal,E,SI2,60.2,57.0,6.84,6.87,4.13,8.651
28514,0.3,Premium,E,VVS2,61.8,58.0,4.29,4.26,2.64,6.921
28515,0.46,Good,F,VS1,64.4,60.0,4.88,4.9,3.15,7.015
28516,0.3,Ideal,F,VVS1,61.9,58.0,4.26,4.3,2.65,6.702
28517,1.02,Premium,G,SI1,60.8,58.0,6.5,6.46,3.94,8.459
28518,1.01,Fair,D,VS2,65.2,57.0,6.23,6.19,4.05,8.713
28519,0.32,Ideal,D,SI1,61.5,54.0,4.42,4.46,2.73,6.572
28520,0.54,Very Good,I,SI1,63.2,57.0,5.17,5.21,3.28,7.034
28521,0.71,Ideal,E,SI1,61.9,56.0,5.71,5.73,3.54,7.922
28522,1.51,Good,H,VS1,59.1,58.0,7.48,7.52,4.43,9.351
28523,0.73,Premium,H,SI1,62.2,57.0,5.8,5.77,3.6,7.653
28524,2.39,Very Good,J,VS2,62.2,60.0,8.49,8.51,5.29,9.729
28525,2.54,Ideal,G,SI2,62.7,56.0,8.75,8.67,5.46,9.761
28526,1.03,Good,G,SI2,63.9,60.0,6.33,6.37,4.06,8.151
28527,0.81,Ideal,E,VVS2,62.2,53.7,5.97,5.99,3.72,8.589
28528,0.7,Good,G,VVS1,58.5,62.0,5.8,5.82,3.4,8.126
28529,1.51,Good,H,VVS2,63.1,59.0,7.26,7.28,4.59,9.378
28530,1.28,Premium,H,SI1,62.3,58.0,7.0,6.94,4.34,8.846
28531,0.58,Very Good,E,SI2,59.0,62.0,5.46,5.49,3.23,7.228
28532,2.02,Ideal,H,SI1,61.7,57.0,8.14,8.08,5.0,9.792
28533,1.56,Ideal,H,VS2,61.5,56.0,7.46,7.5,4.6,9.353
28534,0.4,Very Good,E,SI2,63.2,57.0,4.68,4.66,2.95,6.751
28535,0.3,Very Good,H,VVS2,63.4,57.0,4.24,4.21,2.68,6.654
28536,0.41,Ideal,E,VVS2,62.8,54.0,4.77,4.72,2.98,7.125
28537,0.27,Ideal,E,VVS2,61.8,57.0,4.12,4.16,2.56,6.433
28538,1.22,Very Good,H,VS1,62.4,59.0,6.91,6.85,4.29,8.945
28539,1.51,Premium,F,SI2,59.9,58.0,7.53,7.46,4.49,9.156
28540,0.32,Premium,E,SI1,60.1,60.0,4.47,4.42,2.67,6.579
28541,1.18,Ideal,E,I1,61.6,56.0,6.82,6.79,4.19,8.35
28542,1.11,Ideal,G,VVS2,61.8,57.0,6.67,6.64,4.11,9.089
28543,0.57,Ideal,E,SI2,58.8,57.0,5.49,5.46,3.22,7.213
28544,0.31,Ideal,D,VS2,62.5,56.0,4.32,4.29,2.69,6.848
28545,0.3,Premium,G,VS2,60.6,60.0,4.34,4.3,2.62,6.515
28546,0.4,Good,J,VS1,63.5,56.0,4.69,4.7,2.98,6.378
28547,0.31,Very Good,E,SI1,62.3,56.0,4.37,4.4,2.73,6.299
28548,0.72,Ideal,G,VS1,61.3,56.0,5.77,5.82,3.55,8.04
28549,0.3,Ideal,H,VVS1,62.2,55.0,4.3,4.32,2.68,6.5
28550,0.57,Ideal,E,VS2,61.7,56.0,5.36,5.34,3.3,7.575
28551,0.3,Premium,D,VS2,62.3,58.0,4.32,4.29,2.68,6.815
28552,1.02,Ideal,E,VS1,60.1,57.0,6.52,6.59,3.94,8.999
28553,0.72,Premium,G,SI1,60.6,62.0,5.81,5.77,3.51,7.717
28554,0.7,Premium,G,SI1,61.4,60.0,5.69,5.74,3.51,7.781
28555,0.4,Premium,E,SI2,60.5,59.0,4.74,4.78,2.88,6.461
28556,0.52,Ideal,H,VS2,62.2,56.4,5.09,5.16,3.19,7.238
28557,0.35,Premium,E,SI1,62.7,57.0,4.52,4.47,2.82,6.669
28558,0.23,Very Good,D,VVS2,61.9,60.0,3.9,3.95,2.43,6.225
28559,0.9,Ideal,G,VS2,62.7,56.0,6.25,6.15,3.89,8.327
28560,0.9,Fair,H,SI2,64.4,59.0,6.03,5.99,3.87,7.668
28561,1.5,Premium,I,SI1,62.3,58.0,7.33,7.22,4.53,8.838
28562,0.31,Very Good,G,VS1,59.6,61.0,4.35,4.38,2.6,6.438
28563,2.01,Ideal,J,SI1,62.1,56.0,8.08,8.03,5.0,9.397
28564,0.32,Ideal,E,VS2,61.6,56.0,4.4,4.43,2.72,6.457
28565,2.02,Good,I,VS1,57.9,63.0,8.13,8.21,4.73,9.772
28566,1.52,Ideal,E,SI2,61.0,56.0,7.45,7.41,4.53,9.024
28567,0.33,Ideal,G,IF,61.7,55.0,4.45,4.47,2.75,6.892
28568,0.9,Good,H,VVS1,64.3,59.0,6.04,6.09,3.9,8.385
28569,0.7,Very Good,I,VS2,61.1,60.0,5.67,5.75,3.49,7.681
28570,0.77,Good,G,SI2,63.9,59.0,5.84,5.78,3.71,7.844
28571,0.53,Ideal,D,VS2,61.0,56.0,5.29,5.26,3.22,7.486
28572,0.93,Very Good,I,VS1,62.6,59.0,6.17,6.2,3.87,8.302
28573,2.51,Premium,H,SI2,60.6,61.0,8.88,8.68,5.29,9.585
28574,0.3,Very Good,F,SI2,63.3,55.0,4.33,4.29,2.73,6.227
28575,0.41,Ideal,E,VVS1,61.1,56.0,4.8,4.82,2.94,7.465
28576,1.2,Ideal,G,VS1,62.6,54.3,6.76,6.8,4.25,9.07
28577,1.02,Very Good,G,SI1,63.2,59.0,6.41,6.37,4.04,8.459
28578,0.77,Premium,G,SI1,62.7,57.0,5.85,5.79,3.65,7.885
28579,0.76,Good,E,VS2,63.2,56.0,5.82,5.86,3.69,8.086
28580,1.4,Ideal,H,VS2,63.0,56.0,7.13,7.07,4.47,9.102
28581,0.34,Ideal,G,IF,61.9,55.0,4.51,4.54,2.8,6.881
28582,0.33,Very Good,G,VS2,62.6,56.0,4.38,4.41,2.75,6.361
28583,0.8,Ideal,G,VS1,61.1,58.0,5.96,6.03,3.66,8.183
28584,0.7,Very Good,E,VS2,63.4,59.0,5.63,5.67,3.58,7.99
28585,0.96,Fair,H,SI2,67.6,63.0,5.99,5.84,4.01,7.891
28586,0.41,Ideal,G,VS1,61.9,57.0,4.76,4.81,2.96,6.801
28587,0.62,Ideal,E,VS1,61.3,56.0,5.52,5.54,3.39,7.912
28588,0.9,Very Good,D,SI1,63.5,57.0,6.15,6.11,3.89,8.367
28589,0.35,Ideal,F,VS2,62.1,57.0,4.53,4.55,2.82,6.56
28590,2.01,Ideal,D,SI2,62.1,56.0,8.02,8.11,5.01,9.835
28591,0.51,Ideal,F,VS1,61.3,54.0,5.23,5.12,3.17,7.515
28592,0.9,Very Good,G,VS1,62.7,56.0,6.1,6.14,3.84,8.472
28593,0.91,Fair,D,SI1,64.7,61.0,6.06,5.99,3.9,8.224
28594,0.3,Ideal,F,IF,60.4,60.0,4.32,4.35,2.62,6.772
28595,0.54,Premium,G,VS1,61.1,59.0,5.2,5.24,3.19,7.429
28596,0.52,Ideal,E,VS2,61.8,55.0,5.17,5.19,3.2,7.432
28597,0.9,Very Good,E,SI1,62.9,57.0,6.11,6.17,3.86,8.163
28598,0.51,Ideal,F,VS1,62.5,55.0,5.08,5.13,3.19,7.464
28599,0.41,Very Good,E,VVS1,62.9,59.0,4.72,4.76,2.98,7.22
28600,0.41,Ideal,J,SI2,62.5,54.0,4.78,4.79,2.99,6.594
28601,1.24,Very Good,H,VVS2,61.3,55.0,6.94,6.96,4.26,9.041
28602,0.51,Ideal,F,VS1,61.8,55.0,5.13,5.16,3.18,7.468
28603,2.0,Premium,I,VS2,58.5,61.0,8.28,8.19,4.82,9.6
28604,0.33,Ideal,E,VS2,61.9,56.0,4.43,4.46,2.75,6.583
28605,2.11,Ideal,I,VS2,60.3,61.0,8.29,8.22,4.98,9.712
28606,0.25,Ideal,F,VS1,61.8,57.0,4.07,4.09,2.52,6.078
28607,1.01,Fair,I,VS1,64.9,56.0,6.29,6.2,4.07,8.243
28608,1.7,Good,H,SI1,63.9,56.0,7.61,7.53,4.84,9.382
28609,0.3,Very Good,F,SI2,62.6,61.0,4.2,4.24,2.64,5.976
28610,1.0,Ideal,F,VVS2,61.9,57.0,6.47,6.42,3.99,9.144
28611,0.31,Premium,E,VS2,61.7,58.0,4.34,4.31,2.67,6.771
28612,1.03,Fair,I,SI2,65.2,56.0,6.42,6.35,4.16,8.169
28613,0.92,Good,I,VS1,60.9,63.0,6.27,6.34,3.84,8.222
28614,0.3,Ideal,G,VVS1,62.1,56.0,4.35,4.28,2.68,6.772
28615,0.7,Premium,G,SI2,62.0,59.0,5.62,5.58,3.47,7.584
